player_id,full_name,national_team_id,primary_position,market_value_eur,player_rating
pla_tomic,Strahinja Erakovic,team_srb,CB,10000000,78
pla_tomiyasu,Takehiro Tomiyasu,team_jpn,CB,35000000,82
pla_trossard,Leandro Trossard,team_bel,RW,30000000,81
pla_tunisia_squad_0,Tunisia Squad Player 1,team_tun,GK,500000,70
pla_tunisia_squad_1,Tunisia Squad Player 2,team_tun,RB,500000,70
pla_tunisia_squad_2,Tunisia Squad Player 3,team_tun,CB,500000,70
pla_tunisia_squad_3,Tunisia Squad Player 4,team_tun,CB,500000,70
pla_tunisia_squad_4,Tunisia Squad Player 5,team_tun,LB,500000,70
pla_tunisia_squad_5,Tunisia Squad Player 6,team_tun,CDM,500000,70
pla_tunisia_squad_6,Tunisia Squad Player 7,team_tun,CM,500000,70
pla_tunisia_squad_7,Tunisia Squad Player 8,team_tun,CM,500000,70
pla_tunisia_squad_8,Tunisia Squad Player 9,team_tun,RW,500000,70
pla_turner,Matt Turner,team_usa,GK,8000000,80
pla_upamecano,Dayot Upamecano,team_fra,CB,60000000,84
pla_usa_squad_0,USA Squad Player 1,team_usa,GK,500000,70
pla_usa_squad_1,USA Squad Player 2,team_usa,RB,500000,70
pla_usa_squad_2,USA Squad Player 3,team_usa,CB,500000,70
pla_usa_squad_3,USA Squad Player 4,team_usa,CB,500000,70
pla_valencia_e,Enner Valencia,team_ecu,ST,5000000,77
pla_valverde,Federico Valverde,team_uru,CM,100000000,86
pla_van_dijk,Virgil van Dijk,team_ned,CB,45000000,89
pla_varane,Raphael Varane,team_fra,CB,25000000,84
pla_vargas,Ruben Vargas,team_sui,LW,10000000,78
pla_veljkovic,Nikola Milenkovic,team_srb,CB,15000000,80
pla_vertonghen,Jan Vertonghen,team_bel,CB,3000000,80
pla_vinicius,Vinicius Junior,team_bra,LW,150000000,89
pla_wales_squad_0,Wales Squad Player 1,team_wal,GK,500000,70
pla_wales_squad_1,Wales Squad Player 2,team_wal,RB,500000,70
pla_wales_squad_2,Wales Squad Player 3,team_wal,CB,500000,70
pla_wales_squad_3,Wales Squad Player 4,team_wal,CB,500000,70
pla_wales_squad_4,Wales Squad Player 5,team_wal,LB,500000,70
pla_wales_squad_5,Wales Squad Player 6,team_wal,CDM,500000,70
pla_wales_squad_6,Wales Squad Player 7,team_wal,CM,500000,70
pla_wales_squad_7,Wales Squad Player 8,team_wal,CM,500000,70
pla_walker,Kyle Walker,team_eng,RB,12000000,84
pla_weah,Tim Weah,team_usa,RW,18000000,79
pla_widmer,Silvan Widmer,team_sui,RB,5000000,78
pla_witsel,Axel Witsel,team_bel,CDM,10000000,83
pla_xhaka,Granit Xhaka,team_sui,CM,12000000,83
pla_yoshida,Maya Yoshida,team_jpn,CB,2000000,77
pla_zielinski,Piotr Zielinski,team_pol,CM,35000000,83
pla_ziyech,Hakim Ziyech,team_mar,RW,20000000,83
